Electoral Division,COUNTY,ED Latitude,ED Longitude,ED Area,Population,No. of Commuters
247074 - KILMALLOCK,WEXFORD,52.43621145,-6.46109011,26.526744,1437,888
247075 - KILMOKEA,WEXFORD,52.29452506,-6.97709269,17.063317,853,418
247076 - KILMORE,WEXFORD,52.17154186,-6.60817627,26.710658,2246,1240
247077 - KILNAHUE,WEXFORD,52.69631422,-6.36386886,15.904366,456,267
247078 - KILPATRICK,WEXFORD,52.37468547,-6.52559965,17.709508,807,430
247079 - CASTLEDOCKRELL,WEXFORD,52.59332958,-6.61178134,18.185384,426,258
247080 - KILRUSH,WEXFORD,52.65572025,-6.56757824,22.01558,460,255
247081 - KILSCORAN,WEXFORD,52.23447311,-6.393577,14.00996,954,537
247082 - KILTEALY,WEXFORD,52.56647278,-6.73312823,17.913076,456,273
247083 - LADY'S ISLAND,WEXFORD,52.19811867,-6.37284308,13.705878,620,313
247084 - LIMERICK,WEXFORD,52.74138378,-6.30232116,21.097416,943,605
247085 - MARSHALSTOWN,WEXFORD,52.54266768,-6.59576646,25.027127,1088,655
247086 - MAYGLASS,WEXFORD,52.2477628,-6.50807886,12.91711,617,358
247087 - MONAMOLIN,WEXFORD,52.56168782,-6.36282317,19.14286,785,481
247088 - MONASEED,WEXFORD,52.71462992,-6.40964342,22.597914,682,450
247089 - MOYACOMB,WEXFORD,52.68862387,-6.62224557,22.595432,409,244
247090 - NEW ROSS RURAL,WEXFORD,52.39685844,-6.92893319,16.97678,3942,2151
247091 - NEW ROSS URBAN,WEXFORD,52.39517031,-6.94167353,1.52723,3768,1617
247092 - NEWBAWN,WEXFORD,52.33632206,-6.79351522,22.694451,568,330
247093 - NEWCASTLE,WEXFORD,52.28067535,-6.55861116,8.405818,522,322
247094 - NEWTOWNBARRY,WEXFORD,52.64142398,-6.62765476,24.298172,2284,1107
247095 - OLDCOURT,WEXFORD,52.35319458,-6.94890103,20.16472,737,470
247096 - OLD ROSS,WEXFORD,52.38271653,-6.8369406,13.659451,475,296
247097 - RATHASPICK,WEXFORD,52.29053287,-6.52451971,20.664533,1760,1123
247098 - RATHROE,WEXFORD,52.24053495,-6.89425719,24.262048,824,464
247099 - ROCHESTOWN,WEXFORD,52.36919003,-6.8852806,10.830676,246,154
247100 - ROSBERCON URBAN,WEXFORD,52.39662829,-6.94909946,0.663827,643,332
247101 - ROSSARD,WEXFORD,52.59106909,-6.72726756,30.572214,457,267
247102 - ROSSLARE,WEXFORD,52.27373441,-6.41292179,17.61057,2112,979
247103 - ROSSMINOGE,WEXFORD,52.6603757,-6.41264089,16.398701,607,406
247104 - St. HELEN'S,WEXFORD,52.23375435,-6.34483569,12.044301,2240,1209
247105 - St. MARY'S,WEXFORD,52.61696898,-6.70417461,24.874057,689,457
247106 - TACUMSHIN,WEXFORD,52.21328745,-6.43265456,18.250035,528,314
247107 - TAGHMON,WEXFORD,52.32005006,-6.64977667,18.783616,1026,500
247108 - TEMPLELUDIGAN,WEXFORD,52.4832071,-6.79426043,19.505531,443,285
247109 - TEMPLETOWN,WEXFORD,52.17088665,-6.89026491,21.515883,577,336
247110 - THE HARROW,WEXFORD,52.56880762,-6.44095294,15.30807,475,278
247111 - THE LEAP,WEXFORD,52.47331018,-6.64880515,25.49367,984,631
247112 - TINNACROSS,WEXFORD,52.54845179,-6.49918263,25.684338,986,585
247113 - TINTERN,WEXFORD,52.26443133,-6.81142041,37.008387,1593,840
247114 - TOMBRACK,WEXFORD,52.61518376,-6.55843263,25.65058,730,436
247115 - TOMHAGGARD,WEXFORD,52.21147981,-6.48965596,19.975293,582,337
247116 - WELLS,WEXFORD,52.52434975,-6.34941352,25.045149,765,436
247117 - WEXFORD RURAL,WEXFORD,52.33150034,-6.47950268,13.256715,12505,6975
247118 - WEXFORD No. 1 URBAN,WEXFORD,52.33690532,-6.46732938,0.585963,1613,687
247119 - WHITECHURCH,WEXFORD,52.37486708,-6.66777997,19.786017,500,312
247120 - WHITECHURCH,WEXFORD,52.31977019,-6.94908257,22.422073,628,419
247121 - WHITEMOOR,WEXFORD,52.40809194,-6.85597163,21.304893,581,337
247122 - WINGFIELD,WEXFORD,52.75397014,-6.37389705,39.965288,957,610
247123 - WEXFORD No. 3 URBAN,WEXFORD,52.34242963,-6.46765202,0.443534,1243,554
247124 - WEXFORD No. 2 URBAN,WEXFORD,52.3335421,-6.46059865,1.064249,4087,1866
257001 - AGHOWLE,WICKLOW,52.77163646,-6.59806923,16.560477,242,123
257002 - ALTIDORE,WICKLOW,53.09013317,-6.17097108,19.290898,365,230
257003 - ARKLOW RURAL,WICKLOW,52.79393322,-6.23291634,63.710899,1367,777
257004 - ARKLOW No. 1 URBAN,WICKLOW,52.79287617,-6.15942311,4.286165,9976,5388
257005 - AUGHRIM,WICKLOW,52.85950894,-6.32912796,26.835056,1858,986
257006 - BALLINACLASH,WICKLOW,52.88093933,-6.27397926,19.701437,633,387
257007 - BALLINACOR,WICKLOW,52.91379983,-6.35171689,52.082547,346,225
257008 - BALLINDERRY,WICKLOW,52.95063474,-6.27580454,21.172157,466,291
257009 - BALLINGATE,WICKLOW,52.71543453,-6.57185564,21.432688,404,233
257010 - BALLINGLEN,WICKLOW,52.84286076,-6.43014309,17.638459,210,135
257011 - BALLINGUILE,WICKLOW,52.92902734,-6.51148546,25.556133,136,84
257012 - BALLYARTHUR,WICKLOW,52.86229901,-6.18015633,18.796484,1102,668
257013 - BALLYBEG,WICKLOW,52.8387138,-6.47283562,18.446457,184,109
257014 - BALLYCULLEN,WICKLOW,53.00426506,-6.15838771,13.936368,330,184
257015 - BALTINGLASS,WICKLOW,52.93822596,-6.70534092,19.568326,2720,1502
257016 - BLESSINGTON,WICKLOW,53.15394956,-6.43803031,63.875375,4606,2977
257017 - BRAY No. 3,WICKLOW,53.19684306,-6.11356314,1.41859,6459,3613
257018 - BROCKAGH,WICKLOW,53.04259517,-6.35460133,76.351215,733,424
257019 - BURGAGE,WICKLOW,53.13339763,-6.5495522,24.116669,2065,1353
257020 - CALARY,WICKLOW,53.12284993,-6.2603904,34.032504,333,208
257021 - CARNEW,WICKLOW,52.7129,-6.50675004,23.88247,1701,879
257022 - COOLATTIN,WICKLOW,52.75270864,-6.50148165,15.653346,278,160
257023 - COOLBALLINTAGGART,WICKLOW,52.91563601,-6.4554786,40.672568,491,266
257024 - COOLBOY,WICKLOW,52.75310966,-6.4483527,16.515244,597,340
257025 - CRONEBANE,WICKLOW,52.88940641,-6.19672693,13.554519,469,278
257026 - CRONELEA,WICKLOW,52.79180717,-6.54670086,13.757228,178,109
257027 - DELGANY,WICKLOW,53.15580882,-6.0980225,12.256839,5980,3745
257028 - DONAGHMORE,WICKLOW,52.98694027,-6.62460286,17.606411,439,254
257029 - DONARD,WICKLOW,53.03077596,-6.60156673,19.474443,510,296
257030 - DUNGANSTOWN EAST,WICKLOW,52.91688798,-6.0653077,25.458608,832,476
257031 - DUNGANSTOWN SOUTH,WICKLOW,52.89067691,-6.10223998,23.440645,903,547
257032 - DUNGANSTOWN WEST,WICKLOW,52.92454158,-6.15966721,25.301674,458,291
257033 - DUNLAVIN,WICKLOW,53.04804118,-6.69074357,17.858681,1359,734
257034 - EADESTOWN,WICKLOW,52.95479693,-6.63056531,16.877036,194,121
257035 - ENNEREILLY,WICKLOW,52.8627978,-6.11987798,19.776305,411,250
257036 - ENNISKERRY,WICKLOW,53.19582015,-6.2214549,32.504933,2910,1714
257037 - GLENDALOUGH,WICKLOW,53.08102996,-6.31314852,61.902571,274,155
257038 - GLENEALY,WICKLOW,52.98197944,-6.12982779,39.856347,2724,1612
257039 - GREYSTONES,WICKLOW,53.1435418,-6.06711597,3.799492,7258,4368
257040 - HARTSTOWN,WICKLOW,52.97030866,-6.75605616,14.544084,267,165
257041 - HOLLYWOOD,WICKLOW,53.07476553,-6.58692503,29.890609,766,497
257042 - HUMEWOOD,WICKLOW,52.92369222,-6.5880731,17.171304,314,184
257043 - IMAEL NORTH,WICKLOW,52.99470844,-6.53643759,48.75377,258,153
257044 - IMAEL SOUTH,WICKLOW,52.97806048,-6.55336569,22.598552,253,148
257045 - KILBALLYOWEN,WICKLOW,52.84888732,-6.38216035,17.58694,348,222
257046 - KILBRIDE,WICKLOW,53.19740861,-6.42538847,47.063683,968,621
257047 - KILBRIDE,WICKLOW,52.83536776,-6.16064308,24.812147,889,415
257048 - KILCOOLE,WICKLOW,53.1159734,-6.09684352,23.918036,10731,7105
257049 - KILLINURE,WICKLOW,52.80132917,-6.6238008,17.221607,334,195
257050 - KILLISKEY,WICKLOW,53.03799433,-6.13136729,23.833113,1062,642
257051 - KILMACANOGE,WICKLOW,53.16230501,-6.12664078,28.509436,14706,9077
257052 - KILPIPE,WICKLOW,52.80764167,-6.38018248,29.527219,427,280
257053 - KNOCKRATH,WICKLOW,52.96646281,-6.38531345,70.85204,246,133
257055 - LUGGLASS,WICKLOW,53.04685883,-6.49724893,37.824039,171,110
257056 - MONEY,WICKLOW,52.7451516,-6.63501993,14.814226,141,70
257057 - MONEYSTOWN,WICKLOW,53.00464131,-6.20632527,13.957085,304,210
257058 - NEWCASTLE LOWER,WICKLOW,53.06149321,-6.0710368,25.118448,2354,1291
257059 - NEWCASTLE UPPER,WICKLOW,53.07395176,-6.14012457,27.247057,4009,2479
257060 - OLDTOWN,WICKLOW,53.03535664,-6.22816819,19.452608,615,362
257061 - OVOCA,WICKLOW,52.85868381,-6.24263531,14.704048,744,360
257062 - POWERSCOURT,WICKLOW,53.17630258,-6.25218714,58.294754,788,518
257063 - RATH,WICKLOW,52.80443873,-6.67545852,16.152271,277,159
257064 - RATHDANGAN,WICKLOW,52.90553172,-6.53081705,24.420615,460,241
257065 - RATHDRUM,WICKLOW,52.93572656,-6.22616747,37.305007,2529,1323
257066 - RATHSALLAGH,WICKLOW,53.0230825,-6.70642735,15.038457,292,156
257067 - SHILLELAGH,WICKLOW,52.75837863,-6.54684265,15.764997,589,330
257068 - STRATFORD,WICKLOW,52.99298659,-6.69346694,9.342536,468,275
257069 - TALBOTSTOWN,WICKLOW,52.91761694,-6.6432707,14.600854,416,266
257070 - THE GRANGE,WICKLOW,53.00108023,-6.7462132,17.832691,435,256
257071 - TINAHELY,WICKLOW,52.80599388,-6.48468839,40.544566,1507,826
257072 - TOBER,WICKLOW,53.05670084,-6.66170249,19.534228,512,310
257073 - TOGHER,WICKLOW,53.0845667,-6.50949027,20.246398,341,196
257074 - TOGHER,WICKLOW,53.07886473,-6.24048017,21.375748,1378,822
257075 - TROOPERSTOWN,WICKLOW,52.99000616,-6.25735855,20.223197,335,222
257076 - TUCKMILL,WICKLOW,52.96817784,-6.68073133,11.592347,279,171
257077 - WICKLOW RURAL,WICKLOW,52.98416151,-6.04950916,34.006716,8163,5050
257078 - WICKLOW URBAN,WICKLOW,52.97922836,-6.04137878,3.17197,6762,3738
257079 - ARKLOW No. 2 URBAN,WICKLOW,52.80225921,-6.15223751,2.372268,3013,1629
257080 - BRAY No. 1,WICKLOW,53.20669325,-6.11089385,0.557839,1839,937
257081 - BRAY No. 2,WICKLOW,53.19845641,-6.09527958,2.327078,6414,3517
257082 - RATHMICHAEL (BRAY),WICKLOW,53.20469663,-6.1228632,0.315543,2415,1208
267001 - AIRPORT,DUBLIN,53.41898224,-6.25010102,8.697796,5018,2392
267002 - BALBRIGGAN RURAL,DUBLIN,53.59169277,-6.18992411,25.769744,16495,10215
267003 - BALBRIGGAN URBAN,DUBLIN,53.60687337,-6.18074564,2.18501,8116,4540
267004 - BALDOYLE,DUBLIN,53.39967494,-6.13695959,2.676068,7524,4604
267005 - BALGRIFFIN,DUBLIN,53.41936345,-6.19384307,10.373717,3113,1641
267006 - BALLINASCORNEY,DUBLIN,53.2434278,-6.41044883,24.127531,921,530
267007 - BALLINTEER-WOODPARK,DUBLIN,53.27335243,-6.25318865,0.951458,5405,3483
267008 - BALLINTEER-BROADFORD,DUBLIN,53.27845583,-6.26063201,0.579946,2537,1504
267009 - BALLINTEER-LUDFORD,DUBLIN,53.27877349,-6.25033151,0.461015,2028,1050
267010 - BALLINTEER-MARLEY,DUBLIN,53.27701315,-6.27019003,1.326308,2253,1387
267011 - BALLINTEER-MEADOWBROADS,DUBLIN,53.28520411,-6.2500932,0.342753,1639,899
267012 - BALLINTEER-MEADOWMOUNT,DUBLIN,53.28503025,-6.25915414,0.390306,1848,998
267013 - BALLYBODEN,DUBLIN,53.28456087,-6.30587657,1.233108,5028,3338
267014 - BALLYBOGHIL,DUBLIN,53.52436524,-6.27815295,19.548957,1162,726
267015 - BALLYBRACK,DUBLIN,53.25808363,-6.13313636,0.608773,2962,1624
267016 - BALSCADDEN,DUBLIN,53.60479462,-6.24059153,15.968025,707,438
267017 - BLACKROCK-MONKSTOWN,DUBLIN,53.29117036,-6.1611852,0.73258,3239,1956
267018 - BLACKROCK-SEAPOINT,DUBLIN,53.29649068,-6.16221957,0.364503,1450,895
267019 - BLACKROCK-BOOTERSTOWN,DUBLIN,53.3061286,-6.20183738,0.790976,3436,2272
267020 - BLACKROCK-CARYSFORT,DUBLIN,53.28596625,-6.18447326,1.305634,6318,4020
267021 - BLACKROCK-CENTRAL,DUBLIN,53.29719208,-6.18753314,1.026368,3733,2513
267022 - BLACKROCK-GLENOMENA,DUBLIN,53.30795125,-6.21227067,0.452309,2083,1363
267023 - BLACKROCK-NEWPARK,DUBLIN,53.28698982,-6.1721412,0.502861,2316,1339
267024 - BLACKROCK-STRADBROOK,DUBLIN,53.285165,-6.16321521,0.55338,2462,1455
267025 - BLACKROCK-TEMPLEHILL,DUBLIN,53.29562553,-6.17318026,0.787152,2658,1666
267026 - BLACKROCK-WILLIAMSTOWN,DUBLIN,53.30167557,-6.19281853,1.068995,2982,1713
267027 - BLANCHARDSTOWN-ABBOTSTOWN,DUBLIN,53.39089432,-6.35069724,7.186209,6195,3487
267028 - BLANCHARDSTOWN-BLAKESTOWN,DUBLIN,53.39487317,-6.43020874,7.873487,38894,25205
267029 - BLANCHARDSTOWN-COOLMINE,DUBLIN,53.39265937,-6.39508125,2.75074,11320,6312
267030 - BLANCHARDSTOWN-CORDUFF,DUBLIN,53.39998579,-6.37482132,1.448682,3871,1930
267031 - BLANCHARDSTOWN-DELWOOD,DUBLIN,53.38199539,-6.39264684,1.009814,5153,2922
267032 - BLANCHARDSTOWN-MULHUDDART,DUBLIN,53.40598034,-6.38313535,1.836908,4123,2497
267033 - BLANCHARDSTOWN-ROSELAWN,DUBLIN,53.38468157,-6.37745847,0.469799,1688,828
267034 - BLANCHARDSTOWN-TYRRELSTOWN,DUBLIN,53.41299213,-6.4124113,3.927076,3257,1665
267035 - BOHERNABREENA,DUBLIN,53.22709564,-6.33370545,43.938821,4496,2600
267036 - CABINTEELY-GRANITEFIELD,DUBLIN,53.26545024,-6.14107836,0.570425,2702,1565
267037 - CABINTEELY-KILBOGGET,DUBLIN,53.255931,-6.13996673,1.06133,2686,1497
267038 - CABINTEELY-LOUGHLINSTOWN,DUBLIN,53.24761629,-6.16271267,6.317933,4280,2962
267039 - CABINTEELY-POTTERY,DUBLIN,53.27131661,-6.15349023,1.605483,4997,2951
267040 - CASTLEKNOCK-KNOCKMAROON,DUBLIN,53.36784574,-6.37949443,7.009242,19027,12811
267041 - CASTLEKNOCK-PARK,DUBLIN,53.37687621,-6.35101131,2.43573,5329,3339
267042 - CHURCHTOWN-CASTLE,DUBLIN,53.29611493,-6.2696825,0.848654,1476,915
267043 - CHURCHTOWN-LANDSCAPE,DUBLIN,53.2994256,-6.26661022,0.410588,1411,912
267044 - CHURCHTOWN-NUTGROVE,DUBLIN,53.28990314,-6.26632423,0.767832,3165,1872
267045 - CHURCHTOWN-ORWELL,DUBLIN,53.30176934,-6.26061529,0.95595,1943,1094
267046 - CHURCHTOWN-WOODLAWN,DUBLIN,53.29759772,-6.25020614,0.415166,1481,898
267047 - CLONDALKIN-BALLYMOUNT,DUBLIN,53.3146542,-6.36386718,3.145736,2047,1145
267048 - CLONDALKIN-CAPPAGHMORE,DUBLIN,53.33542547,-6.41691353,2.067736,2581,1194
267049 - CLONDALKIN-DUNAWLEY,DUBLIN,53.32427105,-6.42796843,4.742359,11323,6052
267050 - CLONDALKIN-MONASTERY,DUBLIN,53.32234582,-6.3714495,3.947541,11316,6545
267051 - CLONDALKIN-MOORFIELD,DUBLIN,53.33821979,-6.38911976,2.236589,6376,3363
267052 - CLONDALKIN-ROWLAGH,DUBLIN,53.34165721,-6.40306495,0.728318,4096,1865
267053 - CLONDALKIN VILLAGE,DUBLIN,53.31252652,-6.42461059,6.036368,9152,5320
267054 - CLONMETHAN,DUBLIN,53.51845136,-6.3342432,16.876982,837,501
267055 - CLONSKEAGH-MILLTOWN,DUBLIN,53.30942619,-6.24203548,0.520148,2049,1425
267056 - CLONSKEAGH-BELFIELD,DUBLIN,53.30699838,-6.22379477,1.910628,3122,1557
267057 - CLONSKEAGH-FARRANBOLEY,DUBLIN,53.30591626,-6.24983071,0.363928,1615,888
267058 - CLONSKEAGH-ROEBUCK,DUBLIN,53.29765453,-6.22661125,0.749154,2699,1703
267059 - CLONSKEAGH-WINDY ARBOUR,DUBLIN,53.30049283,-6.2398611,0.713115,2736,1705
267060 - DALKEY HILL,DUBLIN,53.27045081,-6.10322874,1.212966,1617,719
267061 - DALKEY UPPER,DUBLIN,53.27403972,-6.11472601,0.584139,2118,1247
267062 - DALKEY-AVONDALE,DUBLIN,53.27082581,-6.12772315,0.523469,1357,760
267063 - DALKEY-BULLOCK,DUBLIN,53.28153317,-6.10927086,0.571292,1756,932
267064 - DALKEY-COLIEMORE,DUBLIN,53.27671505,-6.0990536,0.497034,1341,713
267065 - DONABATE,DUBLIN,53.48094784,-6.10403061,24.416281,9399,6252
267066 - DUBBER,DUBLIN,53.42626278,-6.30339992,18.05136,7372,4517
267067 - DUN LAOGHAIRE-EAST CENTRAL,DUBLIN,53.2945851,-6.13108131,0.452763,2489,1400
267068 - DUN LAOGHAIRE-GLASTHULE,DUBLIN,53.28432664,-6.12899929,0.738522,2807,1552
267069 - DUN LAOGHAIRE-GLENAGEARY,DUBLIN,53.28409559,-6.13901214,0.590703,1929,1190
267070 - DUN LAOGHAIRE-MONKSTOWN FARM,DUBLIN,53.28397004,-6.15365704,0.34127,2225,1321
267071 - DUN LAOGHAIRE-MOUNT TOWN,DUBLIN,53.28648581,-6.15148287,0.335743,1779,930
267072 - DUN LAOGHAIRE SALLYNOGGIN EAST,DUBLIN,53.27577339,-6.13234774,0.739158,2860,1584
267073 - DUN LAOGHAIRE SALLYNOGGIN SOUTH,DUBLIN,53.27143147,-6.14168892,0.409645,1441,756
267074 - DUN LAOGHAIRE-SALLYNOGGIN WEST,DUBLIN,53.2797531,-6.14703702,0.613421,2886,1647
267075 - DUN LAOGHAIRE-SALTHILL,DUBLIN,53.29635372,-6.14230233,0.56729,1729,1110
267076 - DUN LAOGHAIRE-SANDYCOVE,DUBLIN,53.28278344,-6.11779077,0.974145,3690,2148
267077 - DUN LAOGHAIRE-WEST CENTRAL,DUBLIN,53.29380395,-6.13870874,0.474488,2690,1556
267078 - DUNDRUM-BALALLY,DUBLIN,53.27539164,-6.21856898,2.509547,8035,5045
267079 - DUNDRUM-KILMACUD,DUBLIN,53.28822566,-6.2343011,0.917743,3274,2197
267080 - DUNDRUM-SANDYFORD,DUBLIN,53.27542499,-6.23812384,2.47418,7688,4988
267081 - DUNDRUM-SWEETMOUNT,DUBLIN,53.29135929,-6.25048229,0.557781,2165,1334
267082 - DUNDRUM-TANEY,DUBLIN,53.29518017,-6.23788897,0.572016,2491,1489
267083 - EDMONDSTOWN,DUBLIN,53.27127214,-6.29344151,4.263841,5757,3569
267084 - FIRHOUSE VILLAGE,DUBLIN,53.2779864,-6.34075365,2.424198,12214,8114
267085 - FIRHOUSE-BALLYCULLEN,DUBLIN,53.27297556,-6.31637482,2.845633,8230,5982
267086 - FIRHOUSE-KNOCKLYON,DUBLIN,53.2879752,-6.32131368,1.119226,3505,2029
267087 - FOXROCK-BEECHPARK,DUBLIN,53.27234311,-6.16581804,0.537692,1680,1007
267088 - FOXROCK-CARRICKMINES,DUBLIN,53.26335559,-6.16721614,2.828887,5951,3738
267089 - FOXROCK-DEANSGRANGE,DUBLIN,53.27880635,-6.17441978,1.009512,2448,1443
267090 - FOXROCK-TORQUAY,DUBLIN,53.27257754,-6.18274511,0.962399,1445,878
267091 - GARRISTOWN,DUBLIN,53.55378859,-6.37985757,35.597703,1628,944
267092 - GLENCULLEN,DUBLIN,53.2381967,-6.22089532,33.870879,19773,13385
267093 - HOLLYWOOD,DUBLIN,53.5758353,-6.27602063,30.052063,1397,927
267094 - HOLMPATRICK,DUBLIN,53.56049106,-6.14663067,26.477467,3458,2038
267095 - HOWTH,DUBLIN,53.38451078,-6.08234219,10.953989,8294,4602
267096 - KILLINEY NORTH,DUBLIN,53.26156554,-6.12153235,2.207354,3330,1969
267097 - KILLINEY SOUTH,DUBLIN,53.24755254,-6.12455588,1.571308,6386,3870
267098 - KILSALLAGHAN,DUBLIN,53.47263103,-6.31112986,27.803052,2263,1227
267099 - KINSALEY,DUBLIN,53.43411348,-6.19010454,11.256056,9621,6219
267100 - LUCAN-ESKER,DUBLIN,53.34497436,-6.42946377,6.443819,32236,22175
267101 - LUCAN HEIGHTS,DUBLIN,53.35626197,-6.4269111,3.616725,5196,2959
267102 - LUCAN NORTH,DUBLIN,53.37052766,-6.43708112,9.531515,1436,1008
267103 - LUCAN-St. HELENS,DUBLIN,53.34476421,-6.47257382,9.938179,10658,6689
267104 - LUSK,DUBLIN,53.53203697,-6.18480711,42.725436,9623,6328
267105 - MALAHIDE EAST,DUBLIN,53.44559395,-6.13951297,3.263497,7429,4535
267106 - MALAHIDE WEST,DUBLIN,53.44842173,-6.17095554,2.579174,6149,3804
267107 - NEWCASTLE,DUBLIN,53.29893174,-6.48363412,32.126695,4257,2450
267108 - PALMERSTON VILLAGE,DUBLIN,53.34932029,-6.36979128,1.168197,3625,1973
267109 - PALMERSTON WEST,DUBLIN,53.35415081,-6.38374773,3.914639,7521,3893
267110 - PORTMARNOCK NORTH,DUBLIN,53.43368758,-6.13051036,1.042973,4109,2165
267111 - PORTMARNOCK SOUTH,DUBLIN,53.417312,-6.13375709,5.392158,3621,2114
267112 - RATHCOOLE,DUBLIN,53.26198586,-6.49511449,15.468011,5009,2992
267113 - RATHFARNHAM-BALLYROAN,DUBLIN,53.2929447,-6.30432551,0.685889,2612,1496
267114 - RATHFARNHAM-BUTTERFIELD,DUBLIN,53.29307026,-6.29255914,0.768718,3288,1943
267115 - RATHFARNHAM-HERMITAGE,DUBLIN,53.28752033,-6.27736661,0.782739,4602,3105
267116 - RATHFARNHAM-St. ENDA'S,DUBLIN,53.28970585,-6.28777826,1.082162,3877,2453
267117 - RATHFARNHAM VILLAGE,DUBLIN,53.29991454,-6.27974337,0.781416,3099,1975
267118 - RUSH,DUBLIN,53.52550266,-6.10107294,6.77091,9921,6243
267119 - SAGGART,DUBLIN,53.25887542,-6.45271681,13.477669,4640,2632
267120 - SHANKILL-RATHMICHAEL,DUBLIN,53.22232693,-6.15365623,14.930286,5623,3604
267121 - SHANKILL-RATHSALLAGH,DUBLIN,53.25558726,-6.10610154,1.089,3268,1769
267122 - SHANKILL-SHANGANAGH,DUBLIN,53.22286409,-6.11375218,2.97742,5488,3610
267123 - SKERRIES,DUBLIN,53.57711825,-6.11761284,2.326623,8501,5319
267124 - STILLORGAN-DEERPARK,DUBLIN,53.29518939,-6.2186193,1.02134,2955,1827
267125 - STILLORGAN-KILMACUD,DUBLIN,53.28450277,-6.21748008,0.91787,3973,2412
267126 - STILLORGAN-LEOPARDSTOWN,DUBLIN,53.27762008,-6.19293977,0.569129,2714,1674
267127 - STILLORGAN-MERVILLE,DUBLIN,53.28262585,-6.2020483,1.137621,3217,2113
267128 - STILLORGAN-MOUNT MERRION,DUBLIN,53.29585978,-6.20468825,0.877571,2383,1527
267129 - STILLORGAN-PRIORY,DUBLIN,53.29184358,-6.19506284,0.556869,2195,1419
267130 - SUTTON,DUBLIN,53.38831586,-6.13043918,1.441395,5680,3265
267131 - SWORDS-GLASMORE,DUBLIN,53.46770481,-6.25304218,4.505432,7711,4867
267132 - SWORDS-FORREST,DUBLIN,53.44719093,-6.24810224,6.682386,15153,10251
267133 - SWORDS-LISSENHALL,DUBLIN,53.48703719,-6.23668868,18.775562,10447,6769
267134 - SWORDS-SEATOWN,DUBLIN,53.45825315,-6.20224284,4.036996,7003,4756
267135 - SWORDS VILLAGE,DUBLIN,53.45777145,-6.2189266,0.916952,2674,1558
267136 - TALLAGHT-AVONBEG,DUBLIN,53.2850074,-6.3458408,0.367666,1538,746
267137 - TALLAGHT-BELGARD,DUBLIN,53.30432938,-6.391946,2.732906,1692,912
267138 - TALLAGHT-FETTERCAIRN,DUBLIN,53.29440563,-6.41023278,4.590261,8380,4019
267139 - TALLAGHT-GLENVIEW,DUBLIN,53.28836509,-6.34650965,0.406247,1934,1071
267140 - TALLAGHT-JOBSTOWN,DUBLIN,53.28070461,-6.410733,2.729183,17824,10301
267141 - TALLAGHT-KILLINARDAN,DUBLIN,53.2779187,-6.38720694,0.743419,3958,1797
267142 - TALLAGHT-KILNAMANAGH,DUBLIN,53.30738838,-6.35061525,2.134094,4386,2565
267143 - TALLAGHT-KILTIPPER,DUBLIN,53.27258871,-6.37566757,1.655644,8478,4802
267144 - TALLAGHT-KINGSWOOD,DUBLIN,53.29643086,-6.36629239,1.696464,3996,2314
267145 - TALLAGHT-MILLBROOK,DUBLIN,53.28150741,-6.35434148,0.643382,3386,1683
267146 - TALLAGHT-OLDBAWN,DUBLIN,53.28135985,-6.37120477,1.486033,4579,2492
267147 - TALLAGHT-SPRINGFIELD,DUBLIN,53.29087305,-6.37979997,2.096146,11012,5651
267148 - TALLAGHT-TYMON,DUBLIN,53.29631781,-6.34527681,1.999448,4956,2526
267149 - TEMPLEOGUE-CYPRESS,DUBLIN,53.29679636,-6.31759908,0.724205,2714,1538
267150 - TEMPLEOGUE-KIMMAGE MANOR,DUBLIN,53.30628923,-6.30907005,1.092788,4856,3173
267151 - TEMPLEOGUE-LIMEKILN,DUBLIN,53.30608763,-6.33538677,1.076971,3449,1941
267152 - TEMPLEOGUE-ORWELL,DUBLIN,53.30250518,-6.31697058,0.470682,2056,1094
267153 - TEMPLEOGUE-OSPREY,DUBLIN,53.29648586,-6.33007793,1.411963,2246,1325
267154 - TEMPLEOGUE VILLAGE,DUBLIN,53.29862153,-6.30091064,0.513736,2074,1247
267155 - TERENURE-CHERRYFIELD,DUBLIN,53.31358158,-6.32508717,0.453787,2151,1254
267156 - TERENURE-GREENTREES,DUBLIN,53.3113724,-6.31510644,0.663285,2872,1591
267157 - TERENURE-St. JAMES,DUBLIN,53.31224996,-6.33502123,0.648046,2568,1163
267158 - THE WARD,DUBLIN,53.42806475,-6.36518479,24.648783,9602,5847
267159 - TIBRADDEN,DUBLIN,53.23968594,-6.27654133,13.383848,1111,605
267160 - TURNAPIN,DUBLIN,53.40434725,-6.23492674,0.943505,1700,1057
268001 - ARRAN QUAY A,DUBLIN,53.35760009,-6.27493914,0.153193,1785,964
268002 - ARRAN QUAY B,DUBLIN,53.35479716,-6.28086217,0.759063,4166,2445
268003 - ARRAN QUAY C,DUBLIN,53.34803196,-6.28331164,0.382551,4471,2694
268004 - ARRAN QUAY D,DUBLIN,53.35146132,-6.29198301,0.345146,3109,1430
268005 - ARRAN QUAY E,DUBLIN,53.35342519,-6.28772945,0.264398,3293,2050
268006 - ASHTOWN A,DUBLIN,53.37241488,-6.31829135,1.996107,10566,7106
268007 - ASHTOWN B,DUBLIN,53.36679375,-6.31883166,0.595175,2643,1559
