Electoral Division,COUNTY,ED Latitude,ED Longitude,ED Area,Population,No. of Commuters
217159 - TERRYGLASS,TIPPERARY,53.04330777,-8.20277814,36.485989,479,276
217160 - THOMASTOWN,TIPPERARY,52.47325788,-8.01989985,19.055851,403,251
217161 - THURLES RURAL,TIPPERARY,52.68316737,-7.81216291,38.574603,2314,1482
217162 - THURLES URBAN,TIPPERARY,52.67978025,-7.81057009,5.145574,6814,3309
217163 - TIMONEY,TIPPERARY,52.91080074,-7.71707896,21.356797,365,219
217164 - TIPPERARY EAST URBAN,TIPPERARY,52.47441496,-8.15519391,1.543826,2409,959
217165 - TIPPERARY RURAL,TIPPERARY,52.4694738,-8.16697372,37.230179,2143,1298
217166 - TIPPERARY WEST URBAN,TIPPERARY,52.47269564,-8.16944044,1.814966,1819,889
217167 - TUBBRID,TIPPERARY,52.3438398,-7.9767517,32.008188,607,367
217168 - TULLAGHMELAN,TIPPERARY,52.31339053,-7.83763447,23.947298,1068,628
217169 - TULLAGHORTON,TIPPERARY,52.26592516,-7.93682018,23.655209,270,151
217170 - TULLAMAIN,TIPPERARY,52.46904565,-7.80481665,21.966988,676,424
217171 - TWO-MILE-BORRIS,TIPPERARY,52.67001764,-7.69294931,23.901088,877,567
217172 - UPPERCHURCH,TIPPERARY,52.70151262,-8.03853085,27.685517,299,183
217173 - USKANE,TIPPERARY,53.0079558,-8.10917516,21.114558,250,134
217174 - YOUGHALARRA,TIPPERARY,52.86317741,-8.3014772,29.554143,915,580
217175 - FETHARD,TIPPERARY,52.46559989,-7.69499216,0.73037,873,414
217176 - CLONMEL EAST URBAN,TIPPERARY,52.35570814,-7.6891453,2.765584,3963,1984
217177 - NENAGH EAST URBAN,TIPPERARY,52.86603626,-8.18779749,4.692687,3175,1590
227001 - ANNESTOWN,WATERFORD,52.15717979,-7.28838997,17.315813,822,479
227002 - ARDMORE,WATERFORD,52.02431939,-7.68266032,21.515248,206,130
227003 - ARDMORE,WATERFORD,51.95956086,-7.73791754,12.531802,739,378
227004 - BALLYDUFF,WATERFORD,52.17602322,-8.04668489,18.56308,306,181
227005 - BALLYDURN,WATERFORD,52.24749511,-7.4663424,25.924212,186,116
227006 - BALLYHANE,WATERFORD,52.14294545,-7.81528211,18.499036,474,267
227007 - BALLYHEENY,WATERFORD,51.9903797,-7.83889701,17.171831,590,308
227008 - BALLYIN,WATERFORD,52.19368889,-7.92282471,58.190833,508,313
227009 - BALLYLANEEN,WATERFORD,52.16735329,-7.4261618,15.518422,263,142
227010 - BALLYMACARBRY,WATERFORD,52.28995524,-7.72402394,25.539758,511,328
227011 - BALLYMACART,WATERFORD,52.00097724,-7.63447392,28.128385,362,218
227012 - BALLYNAKILL,WATERFORD,52.21381674,-7.07250618,8.852303,420,197
227013 - BALLYNAMULT,WATERFORD,52.19202662,-7.7665675,19.772029,169,111
227014 - BALLYSAGGARTMORE,WATERFORD,52.1924156,-7.99777259,34.581034,337,225
227015 - BOHADOON,WATERFORD,52.14599772,-7.64406503,21.271544,301,171
227016 - CAPPAGH,WATERFORD,52.11167924,-7.72948987,14.858405,361,248
227017 - CAPPOQUIN,WATERFORD,52.17311897,-7.84492907,47.778539,1253,688
227018 - CARRICKBEG RURAL,WATERFORD,52.33390908,-7.43584238,13.305272,450,248
227019 - CARRIGCASTLE,WATERFORD,52.15246401,-7.41427851,9.392698,269,125
227020 - CARRIGLEA,WATERFORD,52.07995434,-7.70845736,19.976861,533,313
227021 - CASTLERICHARD,WATERFORD,52.12360498,-8.03923631,28.966081,492,274
227022 - CLASHMORE,WATERFORD,52.02002784,-7.81506587,18.659403,404,230
227023 - CLONEA,WATERFORD,52.27365027,-7.41770095,18.883354,430,239
227024 - CLONEA,WATERFORD,52.11880851,-7.55659473,25.708946,2280,1403
227025 - COLLIGAN,WATERFORD,52.13238996,-7.66415213,25.243634,703,433
227026 - COMERAGH,WATERFORD,52.20112752,-7.53279071,23.995737,435,223
227027 - COUMARAGLIN,WATERFORD,52.19348019,-7.64434967,28.072756,247,159
227028 - DROMANA,WATERFORD,52.09419996,-7.83875521,15.433315,790,461
227029 - DROMORE,WATERFORD,52.05845796,-7.82399172,18.646491,241,151
227030 - DRUMCANNON,WATERFORD,52.18589974,-7.11066392,13.306684,372,210
227031 - DRUMROE,WATERFORD,52.11099731,-7.87557084,17.196694,273,155
227032 - DUNGARVAN No. 1 URBAN,WATERFORD,52.09242126,-7.62978993,3.775441,4787,2085
227033 - DUNGARVAN No. 2 URBAN,WATERFORD,52.0968913,-7.60746252,2.425385,3440,1964
227034 - DUNGARVAN RURAL,WATERFORD,52.08384378,-7.63894447,18.569953,1902,1113
227035 - DUNHILL,WATERFORD,52.18803832,-7.27928813,10.626621,247,149
227036 - FAITHLEGG,WATERFORD,52.2413565,-7.01031265,25.574478,2152,1154
227037 - FENOAGH,WATERFORD,52.32264374,-7.3614898,12.395415,214,115
227038 - FEWS,WATERFORD,52.22163575,-7.49565851,19.579002,347,196
227039 - FOX'S CASTLE,WATERFORD,52.16375598,-7.48924701,20.629519,457,283
227040 - GARDENMORRIS,WATERFORD,52.17394429,-7.34269909,13.427747,426,216
227041 - GEORGESTOWN,WATERFORD,52.18861633,-7.37436062,9.354058,206,116
227042 - GLEN,WATERFORD,52.33008645,-7.51353975,25.892832,423,253
227043 - GLENWILLIAM,WATERFORD,51.98761471,-7.69819927,8.979129,164,97
227044 - GORTNAPEAKY,WATERFORD,52.17597625,-8.06959478,8.272666,203,116
227045 - GRAIGNAGOWER,WATERFORD,52.24508484,-7.72060215,28.402995,521,307
227046 - GRALLAGH,WATERFORD,52.01601809,-7.74720273,19.214164,235,153
227047 - GRANGE,WATERFORD,51.97899449,-7.74999991,12.949474,356,215
227048 - GURTEEN,WATERFORD,52.31856483,-7.58586868,49.361531,354,196
227049 - ISLANDIKANE,WATERFORD,52.15554341,-7.20862471,24.399746,2085,1229
227050 - KEEREEN,WATERFORD,52.08149605,-7.78856902,12.809015,227,138
227051 - KILBARRY,WATERFORD,52.20855298,-7.12297692,5.191267,253,175
227052 - KILBARRYMEADEN,WATERFORD,52.18015645,-7.32165165,7.688189,391,212
227053 - KILCOCKAN,WATERFORD,52.04051682,-7.8907813,19.631604,214,102
227054 - KILLEA,WATERFORD,52.16659366,-7.00342785,13.593696,1571,822
227055 - KILLOTERAN,WATERFORD,52.23999514,-7.17906699,10.898401,574,313
227056 - KILMACLEAGUE,WATERFORD,52.1846948,-7.05917507,14.435483,398,246
227057 - KILMACOMMA,WATERFORD,52.33039733,-7.74926661,14.296681,465,251
227058 - KILMACTHOMAS,WATERFORD,52.21273528,-7.42178873,22.016581,1367,673
227059 - KILMEADAN,WATERFORD,52.24367084,-7.26270258,19.885347,757,403
227060 - KILMEADAN,WATERFORD,52.26885796,-7.32835223,25.543738,746,390
227061 - KILRONAN,WATERFORD,52.31663422,-7.74175463,10.596606,214,143
227062 - KILWATERMOY EAST,WATERFORD,52.07760439,-7.91579394,11.247214,122,68
227063 - KILWATERMOY WEST,WATERFORD,52.06558526,-7.95109448,15.524159,203,117
227064 - KINSALEBEG,WATERFORD,51.96959634,-7.80336863,19.941072,574,333
227065 - KNOCKAUNBRANDAUN,WATERFORD,52.2479347,-7.62587627,29.132064,210,128
227066 - KNOCKMAHON,WATERFORD,52.15192478,-7.37621934,12.639546,396,193
227067 - LISMORE RURAL,WATERFORD,52.11620465,-7.92971673,31.067489,1237,727
227068 - MOCOLLOP,WATERFORD,52.17368675,-8.1180595,25.699733,244,144
227069 - MODELLIGO,WATERFORD,52.16388804,-7.77385886,20.459648,294,186
227070 - MODELLIGO,WATERFORD,52.15928219,-7.70456627,19.190435,328,210
227071 - MOTHEL,WATERFORD,52.30606494,-7.43183362,20.928093,462,281
227072 - MOUNTKENNEDY,WATERFORD,52.15304003,-7.55656073,26.054776,433,285
227073 - MOUNTSTUART,WATERFORD,52.0536586,-7.74038248,17.770921,89,58
227074 - NEWCASTLE,WATERFORD,52.22325379,-7.30692959,17.390363,487,288
227075 - NEWTOWN,WATERFORD,52.22645926,-7.35989671,22.086002,471,264
227076 - PEMBROKESTOWN,WATERFORD,52.20087964,-7.19436966,15.198055,500,273
227077 - PORTLAW,WATERFORD,52.30365517,-7.33569339,20.658656,1629,805
227078 - RATHGORMUCK,WATERFORD,52.27613575,-7.55989731,41.308114,236,122
227079 - RATHMOYLAN,WATERFORD,52.14446806,-7.05089085,15.933658,1149,640
227080 - REISK,WATERFORD,52.20006741,-7.23651182,26.041553,1144,642
227081 - RINGVILLE,WATERFORD,52.04833365,-7.59609115,24.272695,1365,821
227082 - ROSS,WATERFORD,52.28086187,-7.49365511,16.836596,279,156
227083 - SESKINAN,WATERFORD,52.20963283,-7.68890134,25.829369,414,263
227084 - St. MARY'S,WATERFORD,52.31860079,-7.66760164,35.513192,685,382
227085 - STRADBALLY,WATERFORD,52.13169045,-7.48072623,17.023776,808,404
227086 - TALLOW,WATERFORD,52.06752948,-7.99404279,20.358786,1262,651
227087 - TEMPLEMICHAEL,WATERFORD,52.01203896,-7.90840183,34.583606,414,245
227088 - TINNASAGGART,WATERFORD,52.19982474,-7.56363017,14.077805,86,56
227089 - LISMORE URBAN,WATERFORD,52.13780363,-7.93172074,0.580622,666,319
227090 - TRAMORE,WATERFORD,52.18562198,-7.13450021,16.641761,9545,5112
227091 - WHITECHURCH,WATERFORD,52.10408331,-7.7686913,10.84414,205,140
227092 - WOODSTOWN,WATERFORD,52.20323729,-7.01407821,18.085378,600,350
228001 - BALLYBEG NORTH,WATERFORD,52.24196455,-7.14352261,0.648899,2757,1061
228003 - BALLYBRICKEN,WATERFORD,52.26038297,-7.11974072,0.067086,145,50
228004 - BALLYMACLODE,WATERFORD,52.2449803,-7.05298243,4.875627,1247,704
228005 - BALLYNAKILL,WATERFORD,52.25073571,-7.07744485,1.424637,2125,1019
228006 - BALLYBEG SOUTH / BALLYNANEASHAGH,WATERFORD,52.24128303,-7.15310008,3.904694,309,144
228007 - BALLYTRUCKLE,WATERFORD,52.22919067,-7.11283355,4.403716,5938,3029
228008 - BILBERRY,WATERFORD,52.26648382,-7.1279819,0.563835,802,338
228009 - CENTRE A,WATERFORD,52.262191,-7.11502807,0.17454,791,236
228010 - CENTRE B,WATERFORD,52.25904522,-7.1135488,0.047581,236,87
228011 - CLEABOY,WATERFORD,52.25977698,-7.13617464,0.68916,2556,1322
228012 - CUSTOM HOUSE A,WATERFORD,52.25804923,-7.10929374,0.084463,353,144
228013 - CUSTOM HOUSE B,WATERFORD,52.26124679,-7.10776373,0.171215,269,96
228014 - FARRANSHONEEN,WATERFORD,52.23728908,-7.06843113,2.240065,5607,3505
228015 - FERRYBANK,WATERFORD,52.26163637,-7.11246347,1.035991,858,336
228016 - GRACEDIEU,WATERFORD,52.26414829,-7.16135292,7.171184,1662,904
228017 - GRANGE SOUTH,WATERFORD,52.23221017,-7.08447054,4.285527,2722,1438
228018 - GRANGE UPPER,WATERFORD,52.24535211,-7.08834811,0.801784,2412,1317
228019 - KILBARRY,WATERFORD,52.23276364,-7.13512753,3.790385,1137,659
228020 - KINGSMEADOW,WATERFORD,52.2506654,-7.12068178,0.510546,1093,393
228021 - LARCHVILLE,WATERFORD,52.24834577,-7.13591603,0.613835,944,305
228022 - LISDUGGAN,WATERFORD,52.2521783,-7.13244058,0.139895,993,336
228023 - MILITARY ROAD,WATERFORD,52.26077897,-7.12688761,0.196308,763,281
228024 - MORRISSON'S AVENUE EAST,WATERFORD,52.25765125,-7.12570308,0.098085,510,166
228025 - MORRISSON'S AVENUE WEST,WATERFORD,52.25699759,-7.12958544,0.064975,300,110
228026 - MORRISSON'S ROAD,WATERFORD,52.25746228,-7.12187197,0.063524,490,135
228027 - MOUNT SION,WATERFORD,52.25571225,-7.11441265,0.195628,849,307
228028 - NEWPORT'S SQUARE,WATERFORD,52.25791257,-7.11922217,0.071142,543,192
228029 - NEWTOWN,WATERFORD,52.24873187,-7.10098681,0.412585,1064,450
228030 - PARK,WATERFORD,52.2554379,-7.10011036,0.76252,1520,631
228031 - POLEBERRY,WATERFORD,52.25171557,-7.1115935,0.459163,1357,602
228032 - ROANMORE,WATERFORD,52.25324415,-7.12212371,0.152774,812,317
228033 - SHORTCOURSE,WATERFORD,52.25851878,-7.11666077,0.045668,301,95
228034 - SLIEVEKEALE,WATERFORD,52.25450921,-7.1257404,0.215241,593,220
228035 - THE GLEN,WATERFORD,52.26274593,-7.11905023,0.096221,742,249
228036 - TICOR NORTH,WATERFORD,52.25419861,-7.13770214,0.573809,2152,985
228037 - TICOR SOUTH,WATERFORD,52.24891088,-7.14196461,0.104777,381,142
228038 - GRANGE NORTH,WATERFORD,52.24577173,-7.10685873,0.464596,883,319
237001 - ARDNAGLEW,WESTMEATH,53.34714059,-7.47412659,12.612454,276,171
237002 - ARDNAGRAGH,WESTMEATH,53.47832557,-7.78826108,15.715042,412,253
237003 - ATHLONE EAST URBAN,WESTMEATH,53.42223772,-7.93270341,2.610628,4382,1800
237004 - ATHLONE EAST RURAL,WESTMEATH,53.41571439,-7.9204478,12.003058,7560,4071
237005 - ATHLONE WEST URBAN,WESTMEATH,53.42175229,-7.95566443,2.673708,3260,1486
237006 - AUBURN,WESTMEATH,53.4851519,-7.83897352,20.061475,724,455
237008 - BALLINLOUGH,WESTMEATH,53.63217184,-7.03476642,8.726674,163,91
237009 - BALLYMORIN,WESTMEATH,53.50215645,-7.57420587,22.109843,326,217
237010 - BALLYBRODER,WESTMEATH,53.42293662,-7.67444135,11.882823,249,157
237011 - BALLYHEALY,WESTMEATH,53.59181831,-7.06512113,11.633268,293,167
237012 - BALLYKILMORE,WESTMEATH,53.39097086,-7.33957641,18.899935,732,425
237013 - BALLYMORE,WESTMEATH,53.48989343,-7.67424618,20.834171,734,419
237014 - BALLYNAGORE,WESTMEATH,53.39482419,-7.45619461,19.10314,511,299
237015 - BALLYNASKEAGH,WESTMEATH,53.55218419,-7.08215089,14.353964,282,169
237016 - BELLANALACK,WESTMEATH,53.41302431,-7.7378141,14.066674,579,364
237017 - BELVIDERE,WESTMEATH,53.48338232,-7.35625767,20.749996,707,414
237018 - BOHERQUILL,WESTMEATH,53.71461794,-7.43855719,14.288721,152,92
237019 - BRACKLIN,WESTMEATH,53.58140234,-7.08408789,18.009271,259,160
237020 - CARN,WESTMEATH,53.42602121,-7.81428253,21.221967,774,505
237021 - CARRICK,WESTMEATH,53.44951999,-7.37173501,21.094364,332,219
237022 - CASTLE,WESTMEATH,53.52673602,-7.2823984,12.607008,876,543
237023 - CASTLEDALY,WESTMEATH,53.36896676,-7.82315673,30.678678,715,420
237024 - CASTLELOST,WESTMEATH,53.41387688,-7.29540475,17.086802,1692,951
237025 - CASTLETOWN,WESTMEATH,53.42723579,-7.52624189,26.241659,737,439
237026 - CHURCHTOWN,WESTMEATH,53.48575457,-7.50162834,21.800408,341,231
237027 - CLOGHAN,WESTMEATH,53.55367503,-7.24821821,13.848834,359,238
237028 - CLONARNEY,WESTMEATH,53.64861268,-7.11499427,21.346535,504,311
237029 - CLONFAD,WESTMEATH,53.41276785,-7.37257473,18.80447,638,384
237030 - CLONLOST,WESTMEATH,53.56799918,-7.18596605,20.246807,448,284
237031 - COLLINSTOWN,WESTMEATH,53.64037377,-7.23084414,13.667175,501,281
237032 - COOLE,WESTMEATH,53.69924422,-7.38580139,12.17546,239,141
237033 - COOLURE,WESTMEATH,53.67752736,-7.35532521,21.903413,301,162
237034 - COPPERALLEY,WESTMEATH,53.60152149,-7.01452232,15.113366,278,155
237035 - DELVIN,WESTMEATH,53.61632597,-7.12076499,14.201373,1072,560
237036 - DERRYMORE,WESTMEATH,53.49885403,-7.09730419,11.237834,272,177
237037 - DOONIS,WESTMEATH,53.5251671,-7.8292941,15.298967,234,151
237038 - DRUMRANEY,WESTMEATH,53.48421492,-7.7360879,12.978802,273,174
237039 - DYSART,WESTMEATH,53.47180108,-7.4428766,19.104497,239,126
237040 - EMPER,WESTMEATH,53.58806124,-7.58555781,19.579865,210,126
237041 - ENNISCOFFEY,WESTMEATH,53.45146276,-7.2421664,19.773175,446,270
237042 - FAUGHALSTOWN,WESTMEATH,53.64431681,-7.31538036,15.994336,237,136
237043 - FINNEA,WESTMEATH,53.76823131,-7.33933922,25.356998,265,147
237044 - FORE EAST,WESTMEATH,53.67374163,-7.17783116,16.958461,392,243
237045 - FORE WEST,WESTMEATH,53.6874445,-7.26357306,21.833288,386,256
237046 - GAYBROOK,WESTMEATH,53.44593135,-7.29708533,14.834891,439,285
237047 - GLASSAN,WESTMEATH,53.46502621,-7.8647352,15.734423,846,510
237048 - GLENLOUGH,WESTMEATH,53.63423517,-7.54372045,23.75455,171,96
237049 - GLORE,WESTMEATH,53.71711402,-7.35561539,16.499165,182,98
237050 - GREENPARK,WESTMEATH,53.51381905,-7.45028511,15.106602,256,147
237051 - GRIFFINSTOWN,WESTMEATH,53.46094923,-7.17850991,25.742612,574,372
237052 - HEATHSTOWN,WESTMEATH,53.50558712,-7.23296049,20.852,703,470
237053 - HILLTOWN,WESTMEATH,53.7215263,-7.26698887,20.780322,268,147
237054 - MILLTOWN,WESTMEATH,53.42534796,-7.24256758,16.168456,299,173
237055 - HOPESTOWN,WESTMEATH,53.50058167,-7.40396741,14.824171,560,356
237056 - HUNTINGDON,WESTMEATH,53.51471191,-7.19138189,19.026626,432,271
237057 - JAMESTOWN,WESTMEATH,53.46043993,-7.54976577,14.294601,127,78
237058 - KILBEGGAN,WESTMEATH,53.37210569,-7.5001658,17.671219,1604,885
237059 - KILBIXY,WESTMEATH,53.59382946,-7.51202606,24.398182,603,306
237060 - KILCUMNY,WESTMEATH,53.63912267,-7.18114774,11.544098,202,83
237061 - KILCUMRERAGH,WESTMEATH,53.43266627,-7.63049703,16.337795,362,219
237062 - KILLARE,WESTMEATH,53.47339733,-7.61465126,28.639529,361,207
237063 - KILLINURE,WESTMEATH,53.49013659,-7.91333328,22.874508,416,237
237064 - KILLUA,WESTMEATH,53.64835761,-6.99587602,19.547823,1046,631
237065 - KILLUCAN,WESTMEATH,53.5101397,-7.14351676,14.355485,1826,1055
237066 - KILLULAGH,WESTMEATH,53.58624385,-7.16733467,21.418926,469,309
237067 - KILPATRICK,WESTMEATH,53.62105616,-7.25489639,17.61526,212,139
237068 - KINNEGAD,WESTMEATH,53.46744521,-7.10971294,14.114796,2915,1813
237069 - KINTURK,WESTMEATH,53.67247402,-7.28005323,11.983318,1344,662
237070 - KNOCKARROW,WESTMEATH,53.744714,-7.33512441,18.041347,109,63
237071 - KNOCKDRIN,WESTMEATH,53.57052901,-7.28689305,22.779118,588,354
237072 - BALLINALACK / LACKAN,WESTMEATH,53.62741449,-7.44839196,90.643518,599,277
237073 - LAUREE,WESTMEATH,53.36011535,-7.54634153,17.990918,205,117
237074 - MIDDLETON,WESTMEATH,53.43129313,-7.45962488,18.061663,362,203
237075 - MOATE,WESTMEATH,53.38491458,-7.72267606,21.322984,3088,1744
237076 - MOUNT TEMPLE,WESTMEATH,53.43485731,-7.7795038,17.192126,651,410
237077 - MOYDRUM,WESTMEATH,53.44057356,-7.90300112,25.261936,2922,1735
237078 - MUCKANAGH,WESTMEATH,53.52255621,-7.91329216,25.030867,170,95
237079 - MULLINGAR RURAL,WESTMEATH,53.52583242,-7.34096142,17.40772,10783,6295
237080 - MULLINGAR SOUTH URBAN,WESTMEATH,53.51822717,-7.34225742,2.848331,4422,2215
237081 - MULTYFARNHAM,WESTMEATH,53.64889417,-7.38094761,24.989089,629,306
237082 - NEWTOWN,WESTMEATH,53.37891719,-7.41173647,18.203838,229,139
237083 - NOUGHAVAL,WESTMEATH,53.51591491,-7.76547116,16.194395,398,244
237084 - OWEL,WESTMEATH,53.56465214,-7.34624748,13.744538,440,260
237085 - PIERCETOWN,WESTMEATH,53.55841414,-7.6144883,13.523665,111,61
237086 - PORTLOMAN,WESTMEATH,53.56421577,-7.43072217,25.520696,318,195
237087 - RAHARNEY,WESTMEATH,53.53778565,-7.13141013,12.283733,506,330
237088 - RAHUGH,WESTMEATH,53.34933348,-7.40351614,18.778794,273,169
237089 - RATHCONRATH,WESTMEATH,53.53486099,-7.51256582,16.715399,351,225
237090 - RATHOWEN,WESTMEATH,53.6649073,-7.52942479,15.688938,363,182
237091 - RIVERDALE,WESTMEATH,53.5222551,-7.06065874,20.843889,461,296
237092 - ROSMEAD,WESTMEATH,53.62845932,-7.05962192,11.925397,312,177
237093 - RUSSELLSTOWN,WESTMEATH,53.48676567,-7.27959132,13.959176,495,344
237094 - SKEAGH,WESTMEATH,53.54435903,-7.57297057,17.466303,243,143
237095 - SONNA,WESTMEATH,53.56100188,-7.49907223,16.872324,322,188
237096 - STONEHALL,WESTMEATH,53.61247646,-7.33397246,16.108549,213,125
237097 - STREAMSTOWN,WESTMEATH,53.42082315,-7.56675214,14.342672,378,222
237098 - STREET,WESTMEATH,53.67613294,-7.46834744,30.984094,269,129
237099 - TAGHMON,WESTMEATH,53.5948908,-7.25061344,17.15537,392,238
237100 - TEMPLEPATRICK,WESTMEATH,53.52612371,-7.62640994,15.143229,185,105
237101 - TUBBRIT,WESTMEATH,53.39039434,-7.86826831,28.3697,689,430
237102 - TULLAGHAN,WESTMEATH,53.5412453,-7.40120662,14.943173,417,268
237103 - UMMA,WESTMEATH,53.44916837,-7.70288765,20.687235,272,170
237104 - WINETOWN,WESTMEATH,53.52055894,-7.69982758,13.75868,132,86
237105 - WOODLAND,WESTMEATH,53.59272469,-7.38875401,16.957544,284,163
237106 - MULLINGAR NORTH URBAN,WESTMEATH,53.52957847,-7.3408114,2.728777,5610,2422
247001 - ADAMSTOWN,WEXFORD,52.40866535,-6.70262162,13.929369,594,331
247002 - ARDAMINE,WEXFORD,52.62136951,-6.26338048,25.314191,3685,1822
247003 - ARDCAVAN,WEXFORD,52.37272504,-6.43374322,22.235445,2841,1689
247004 - ARDCOLM,WEXFORD,52.38379891,-6.39113812,23.017414,942,518
247005 - ARTRAMON,WEXFORD,52.3927723,-6.48844087,14.492208,642,387
247006 - AUGHWILLIAM,WEXFORD,52.28431111,-6.60590907,15.659661,536,343
247007 - BALLINDAGGAN,WEXFORD,52.56631112,-6.6581378,22.984458,799,442
247008 - BALLYANNE,WEXFORD,52.44257236,-6.87738297,22.134437,790,440
247009 - BALLYBEG,WEXFORD,52.65964322,-6.50334817,24.047734,586,333
247010 - BALLYCANEW,WEXFORD,52.60355189,-6.3296553,18.367325,1159,656
247011 - BALLYCARNEY,WEXFORD,52.56812297,-6.53182036,14.990604,429,253
247012 - BALLYELLIS,WEXFORD,52.69802711,-6.46344618,12.66141,411,241
247013 - BALLYGARRETT,WEXFORD,52.58230467,-6.25245556,20.326032,832,493
247014 - BALLYHACK,WEXFORD,52.25388203,-6.95266242,22.397114,1241,647
247015 - BALLYHOGE,WEXFORD,52.41498595,-6.61284321,29.898172,1237,720
247016 - BALLYHUSKARD,WEXFORD,52.48314435,-6.471681,32.781874,1579,970
247017 - BALLYLARKIN,WEXFORD,52.75844761,-6.21718672,17.682952,855,506
247018 - BALLYMITTY,WEXFORD,52.29634738,-6.70340437,17.524627,524,275
247019 - BALLYMORE,WEXFORD,52.59032108,-6.41620252,16.321994,480,299
247020 - BALLYNESTRAGH,WEXFORD,52.71291829,-6.26883713,21.829223,1197,771
247021 - BALLOUGHTER,WEXFORD,52.61508935,-6.389692,22.260092,504,306
247022 - BALLYVALDON,WEXFORD,52.47733684,-6.31304714,22.581245,728,414
247023 - BANNOW,WEXFORD,52.22381963,-6.74571552,23.940017,1116,616
247024 - BARRACK VILLAGE,WEXFORD,52.48746851,-6.85052301,12.773559,92,58
247025 - BARRONSTOWN,WEXFORD,52.39928927,-6.76699683,18.990425,582,372
247026 - BOLABOY,WEXFORD,52.48324235,-6.41275511,19.52823,1222,678
247027 - BREE,WEXFORD,52.44467775,-6.61576463,28.698441,1361,838
247028 - BRIDGETOWN,WEXFORD,52.25661074,-6.56348254,15.245603,865,544
247029 - CAHORE,WEXFORD,52.544007,-6.23355357,18.636794,439,240
247030 - CARNAGH,WEXFORD,52.35030712,-6.87181122,17.36021,523,320
247031 - CARRICK,WEXFORD,52.33253557,-6.53008388,14.170448,1779,1146
247032 - CARRICKBYRNE,WEXFORD,52.37992887,-6.77731167,17.985132,549,313
247033 - CASTLE ELLIS,WEXFORD,52.4302484,-6.38078056,25.869085,1111,667
247034 - CASTLEBORO,WEXFORD,52.49279419,-6.72173238,26.979409,940,525
247035 - CASTLE TALBOT,WEXFORD,52.47179024,-6.35377018,20.225663,853,458
247036 - CLONGEEN,WEXFORD,52.29172595,-6.7702509,20.538573,886,499
247037 - CLONLEIGH,WEXFORD,52.45499339,-6.82531573,15.480196,421,255
247038 - CLONROCHE,WEXFORD,52.44181389,-6.73646889,32.826773,1252,676
247039 - COOLGREANY,WEXFORD,52.76706868,-6.28363996,25.346913,1149,666
247040 - COURTOWN,WEXFORD,52.67073148,-6.24757062,33.097556,2639,1324
247041 - DRINAGH,WEXFORD,52.28767089,-6.44891001,17.85772,1139,687
247042 - DUNCORMICK,WEXFORD,52.23991538,-6.66001232,14.921839,634,339
247043 - DUNMAIN,WEXFORD,52.32526869,-6.87674207,11.016226,330,196
247044 - EDERMINE,WEXFORD,52.43136387,-6.52168475,29.794708,1491,823
247045 - ENNISCORTHY RURAL,WEXFORD,52.50361895,-6.55547157,41.42941,9985,5181
247046 - ENNISCORTHY URBAN,WEXFORD,52.50105245,-6.56556589,1.062902,2666,969
247047 - FERNS,WEXFORD,52.58987236,-6.50582333,10.266622,1560,843
247048 - FETHARD,WEXFORD,52.21430395,-6.84252436,15.902241,850,495
247049 - FORD,WEXFORD,52.53124801,-6.27760074,15.252964,536,321
247050 - FORTH,WEXFORD,52.33382169,-6.58350408,15.274694,831,496
247051 - GLYNN,WEXFORD,52.3641075,-6.58184434,10.682825,584,391
247052 - GOREY RURAL,WEXFORD,52.66608323,-6.31346071,30.093237,6876,3974
247053 - GOREY URBAN,WEXFORD,52.67675677,-6.2943136,1.706333,3570,1755
247054 - HARPERSTOWN,WEXFORD,52.28125865,-6.65433537,14.34997,525,343
247055 - HARRISTOWN,WEXFORD,52.26271604,-6.71110014,15.800797,515,272
247056 - HORETOWN,WEXFORD,52.33294787,-6.71805893,21.088174,563,335
247057 - HUNTINGTOWN,WEXFORD,52.65461389,-6.36789419,12.010116,316,202
